ID,Country,Education,First Contact,Last Contact,Status,Stage,First Call,Signed up for a demo,Filled in customer survey,Did sign up to the platform,Account Manager assigned,Subscribed,subscribed,Message1,Message2,Message3,Origin,Terminated
276,morocco,,,,,subscribed already,2021-10-12,2021-10-10,2021-10-11,2021-10-20,2021-11-10,2021-11-22,True,,,,2000-01-01,2100-01-01
277,switzerland,,,,,,,2021-10-08,,,,,False,,,,2000-01-01,2100-01-01
278,canada,,,,,,,,,,,,False,,,,2000-01-01,2100-01-01
279,usa,,,,,,2021-10-05,,,,,,False,,,,2000-01-01,2100-01-01
280,unknown,,,,,did not join the call,2021-10-12,2021-10-07,2021-10-07,,,,False,,,,2000-01-01,2100-01-01
281,germany,,,,,,,2021-09-27,,,,,False,,,,2000-01-01,2100-01-01
282,uk,,,,,,,2021-09-27,2021-09-27,2021-09-28,,,False,,,,2000-01-01,2100-01-01
283,uk,,,,,,,2021-09-22,,,,,False,,,,2000-01-01,2100-01-01
284,unknown,,,,,,,2021-09-12,,,,,False,,,,2000-01-01,2100-01-01
285,unknown,,,,,subscribed already,2020-06-25,,,2020-07-28,2022-02-01,2020-10-01,True,,,,2000-01-01,2100-01-01
286,unknown,,,,,subscribed already,2020-08-31,,,2020-09-01,2020-11-11,2020-11-11,True,,,,2000-01-01,2100-01-01
287,usa,B27,,,,subscribed already,2020-06-19,,,2020-07-07,,2020-09-15,True,,,,2000-01-01,2100-01-01
288,unknown,,,,,did not join the call,2021-09-25,,,,,,False,,,,2000-01-01,2100-01-01
289,usa,,,,1st message,,,2021-09-22,2021-09-26,2021-09-30,2021-10-01,,False,,,,2000-01-01,2100-01-01
290,unknown,,2021-08-14,2021-08-15,1st message,,,,,,,,False,2021-08-14,,,2000-01-01,2100-01-01
291,unknown,,2021-08-14,2021-08-15,1st message,subscribed already,2021-12-10,2021-12-05,2021-12-05,,2021-12-10,2021-12-14,True,2021-08-14,,,2000-01-01,2100-01-01
292,unknown,,2021-08-14,2021-08-15,1st message,,,,,,,,False,2021-08-14,,,2000-01-01,2100-01-01
293,usa,B27,2021-08-04,2022-01-11,3rd message,,,,,,,,False,2021-08-04,2021-08-04,2022-01-11,2000-01-01,2100-01-01
294,usa,B27,2021-08-04,2021-08-24,3rd message,,,,,,,,False,2021-08-04,2021-08-04,2021-08-24,2000-01-01,2100-01-01
295,usa,B27,2021-08-04,2021-08-04,1st message,,,,,,,,False,2021-08-04,,,2000-01-01,2100-01-01
296,usa,B27,2021-08-04,2021-08-04,2nd message,not interested,,,,,,,False,2021-08-04,2021-08-04,,2000-01-01,2100-01-01
297,usa,B27,2021-08-04,2021-08-24,3rd message,,,,,,,,False,2021-08-04,2021-08-04,2021-08-24,2000-01-01,2100-01-01
298,usa,B27,2021-08-04,2021-08-04,1st message,,,,,,,,False,2021-08-04,,,2000-01-01,2100-01-01
299,usa,B27,2021-08-04,2021-08-04,1st message,,,,,,,,False,2021-08-04,,,2000-01-01,2100-01-01
300,usa,B27,2021-08-04,2021-08-04,1st message,,,,,,,,False,2021-08-04,,,2000-01-01,2100-01-01
301,usa,B27,2021-08-04,2021-08-04,1st message,,,,,,,,False,2021-08-04,,,2000-01-01,2100-01-01
302,usa,B27,2021-08-04,2021-08-04,1st message,,,,,,,,False,2021-08-04,,,2000-01-01,2100-01-01
303,unknown,B27,2021-08-04,2021-08-04,3rd message,,2021-08-05,,,,,,False,2021-08-04,2021-08-04,2021-08-04,2000-01-01,2100-01-01
304,unknown,B27,2021-08-04,2021-08-04,3rd message,interested,2021-07-27,,,,,,False,2021-08-04,2021-08-04,2021-08-04,2000-01-01,2100-01-01
305,canada,B27,2021-07-21,2022-03-18,1st message,,2021-07-27,,,2021-07-27,,,False,2021-07-21,,,2000-01-01,2100-01-01
306,usa,B27,2021-07-21,2021-08-24,3rd message,,,,,,,,False,2021-07-21,2021-07-21,2021-08-24,2000-01-01,2100-01-01
307,usa,B27,2021-07-21,2021-07-21,1st message,,,,,,,,False,2021-07-21,,,2000-01-01,2100-01-01
308,usa,B27,2021-07-21,2021-07-21,1st message,,,,,,,,False,2021-07-21,,,2000-01-01,2100-01-01
309,usa,B27,2021-07-21,2021-07-21,1st message,,,,,,,,False,2021-07-21,,,2000-01-01,2100-01-01
310,usa,B27,2021-07-21,2021-08-24,3rd message,,,,,,,,False,2021-07-21,2021-07-21,2021-08-24,2000-01-01,2100-01-01
311,usa,B27,2021-07-21,2021-07-21,1st message,,,,,,,,False,2021-07-21,,,2000-01-01,2100-01-01
312,usa,B27,2021-07-14,2021-08-24,3rd message,,,,,,,,False,2021-07-14,2021-07-14,2021-08-24,2000-01-01,2100-01-01
313,usa,B27,2021-07-14,2021-07-14,1st message,,,,,,,,False,2021-07-14,,,2000-01-01,2100-01-01
314,usa,B27,2021-07-14,2021-08-24,3rd message,,,,,,,,False,2021-07-14,2021-07-14,2021-08-24,2000-01-01,2100-01-01
315,usa,B27,2021-07-14,2021-07-14,1st message,,,,,,,,False,2021-07-14,,,2000-01-01,2100-01-01
316,usa,B27,2021-07-14,2022-02-25,1st message,,,,,,,,False,2021-07-14,,,2000-01-01,2100-01-01
317,usa,B27,2021-07-14,2021-07-14,1st message,,,,,,,,False,2021-07-14,,,2000-01-01,2100-01-01
318,usa,B1,2021-07-10,2021-07-10,1st message,,,,,,,,False,2021-07-10,,,2000-01-01,2100-01-01
319,usa,B1,2021-07-10,2021-07-10,1st message,,,,,,,,False,2021-07-10,,,2000-01-01,2100-01-01
320,usa,B1,2021-07-10,2021-07-10,1st message,,,,,,,,False,2021-07-10,,,2000-01-01,2100-01-01
321,canada,B1,2021-07-10,2021-07-10,1st message,,,,,,,,False,2021-07-10,,,2000-01-01,2100-01-01
322,canada,B1,2021-07-10,2021-07-10,1st message,,,,,,,,False,2021-07-10,,,2000-01-01,2100-01-01
323,canada,B1,2021-07-10,2021-08-24,3rd message,,,,,,,,False,2021-07-10,2021-07-10,2021-08-24,2000-01-01,2100-01-01
324,canada,B1,2021-07-10,2021-08-24,3rd message,,,,,,,,False,2021-07-10,2021-07-10,2021-08-24,2000-01-01,2100-01-01
325,canada,B1,2021-07-10,2021-07-10,1st message,,,,,,,,False,2021-07-10,,,2000-01-01,2100-01-01
326,canada,B1,2021-07-10,2021-07-10,1st message,,,,,,,,False,2021-07-10,,,2000-01-01,2100-01-01
327,usa,B27,2021-07-06,2021-07-06,1st message,,,,,,,,False,2021-07-06,,,2000-01-01,2100-01-01
328,usa,B27,2021-07-06,2021-07-06,1st message,,,,,,,,False,2021-07-06,,,2000-01-01,2100-01-01
329,usa,B27,2021-07-06,2021-07-06,1st message,,,,,,,,False,2021-07-06,,,2000-01-01,2100-01-01
330,usa,B27,2021-07-06,2021-07-06,1st message,,,,,,,,False,2021-07-06,,,2000-01-01,2100-01-01
331,usa,B27,2021-07-06,2021-07-06,1st message,,,,,,,,False,2021-07-06,,,2000-01-01,2100-01-01
332,usa,B27,2021-07-06,2021-08-24,3rd message,,,,,,,,False,2021-07-06,2021-07-06,2021-08-24,2000-01-01,2100-01-01
333,usa,B27,2021-07-06,2021-07-06,1st message,not interested,,,,,,,False,2021-07-06,,,2000-01-01,2100-01-01
334,usa,B10,2021-07-03,2021-07-03,1st message,,,,,,,,False,2021-07-03,,,2000-01-01,2100-01-01
335,usa,B10,2021-07-03,2021-07-03,1st message,,,,,,,,False,2021-07-03,,,2000-01-01,2100-01-01
336,usa,B10,2021-07-03,2021-09-07,3rd message,,,,,,,,False,2021-07-03,2021-07-03,2021-09-07,2000-01-01,2100-01-01
337,usa,B10,2021-07-03,2021-07-03,1st message,,,,,,,,False,2021-07-03,,,2000-01-01,2100-01-01
338,usa,B10,2021-07-03,2021-07-03,1st message,,,,,,,,False,2021-07-03,,,2000-01-01,2100-01-01
339,usa,B10,2021-07-03,2021-07-03,1st message,,,,,,,,False,2021-07-03,,,2000-01-01,2100-01-01
340,usa,B11,2021-07-01,2021-07-01,1st message,,,,,,,,False,2021-07-01,,,2000-01-01,2100-01-01
341,usa,B11,2021-07-01,2021-07-01,1st message,,,,,,,,False,2021-07-01,,,2000-01-01,2100-01-01
342,usa,B11,2021-07-01,2021-08-25,3rd message,not interested,,,,,,,False,2021-07-01,2021-07-01,2021-08-25,2000-01-01,2100-01-01
343,usa,B11,2021-07-01,2021-07-02,2nd message,not interested,,,,,,,False,2021-07-01,2021-07-02,,2000-01-01,2100-01-01
344,usa,B11,2021-07-01,2021-07-01,1st message,,,,,,,,False,2021-07-01,,,2000-01-01,2100-01-01
345,usa,B27,2021-06-30,2021-08-24,3rd message,,,,,,,,False,2021-06-30,2021-06-30,2021-08-24,2000-01-01,2100-01-01
346,canada,B27,2021-06-30,2021-06-30,1st message,,,,,,,,False,2021-06-30,,,2000-01-01,2100-01-01
347,usa,,2021-06-30,2021-06-30,3rd message,interested,2021-07-13,,,2021-07-13,,,False,2021-06-30,2021-06-30,2021-06-30,2000-01-01,2100-01-01
348,usa,B11,2021-06-28,2021-06-28,1st message,,,,,,,,False,2021-06-28,,,2000-01-01,2100-01-01
349,usa,B11,2021-06-28,2021-08-24,3rd message,,,,,,,,False,2021-06-28,2021-06-28,2021-08-24,2000-01-01,2100-01-01
350,usa,B11,2021-06-28,2021-06-28,1st message,,,,,,,,False,2021-06-28,,,2000-01-01,2100-01-01
351,usa,B11,2021-06-28,2021-06-28,1st message,,,,,,,,False,2021-06-28,,,2000-01-01,2100-01-01
352,usa,B11,2021-06-28,2021-06-28,1st message,,,,,,,,False,2021-06-28,,,2000-01-01,2100-01-01
353,usa,B11,2021-06-28,2021-06-28,1st message,,,,,,,,False,2021-06-28,,,2000-01-01,2100-01-01
354,usa,B11,2021-06-28,2021-06-28,1st message,,,,,,,,False,2021-06-28,,,2000-01-01,2100-01-01
355,usa,B11,2021-06-25,2021-06-25,1st message,,,,,,,,False,2021-06-25,,,2000-01-01,2100-01-01
356,usa,B11,2021-06-25,2021-08-25,3rd message,not interested,,,,2021-08-24,,,False,2021-06-25,2021-06-25,2021-08-25,2000-01-01,2100-01-01
357,usa,B11,2021-06-25,2021-06-25,1st message,,,,,,,,False,2021-06-25,,,2000-01-01,2100-01-01
358,usa,B11,2021-06-25,2021-06-25,1st message,,,,,,,,False,2021-06-25,,,2000-01-01,2100-01-01
359,usa,B11,2021-06-25,2021-06-25,1st message,,,,,,,,False,2021-06-25,,,2000-01-01,2100-01-01
360,usa,B11,2021-06-25,2021-06-25,1st message,,,,,,,,False,2021-06-25,,,2000-01-01,2100-01-01
361,usa,B11,2021-06-25,2021-08-24,3rd message,,,,,,,,False,2021-06-25,2021-06-25,2021-08-24,2000-01-01,2100-01-01
362,unknown,,2021-06-23,2021-06-23,3rd message,interested,2021-06-26,,,2021-06-26,,,False,2021-06-23,2021-06-23,2021-06-23,2000-01-01,2100-01-01
363,usa,B11,2021-06-23,2021-06-23,1st message,,,,,,,,False,2021-06-23,,,2000-01-01,2100-01-01
364,usa,B11,2021-06-23,2021-06-23,1st message,,,,,,,,False,2021-06-23,,,2000-01-01,2100-01-01
365,usa,B11,2021-06-23,2021-06-23,1st message,,,,,,,,False,2021-06-23,,,2000-01-01,2100-01-01
366,usa,B11,2021-06-23,2021-06-23,2nd message,subscribed already,2021-06-28,,,2021-06-28,2021-07-19,2021-07-18,True,2021-06-23,2021-06-23,,2000-01-01,2100-01-01
367,usa,B11,2021-06-23,2021-06-23,1st message,,,,,,,,False,2021-06-23,,,2000-01-01,2100-01-01
368,usa,B11,2021-06-23,2021-08-24,3rd message,,,,,,,,False,2021-06-23,2021-06-23,2021-08-24,2000-01-01,2100-01-01
369,usa,B11,2021-06-23,2021-06-23,2nd message,not interested,,,,,,,False,2021-06-23,2021-06-23,,2000-01-01,2100-01-01
370,usa,B11,2021-06-23,2021-06-23,1st message,,,,,,,,False,2021-06-23,,,2000-01-01,2100-01-01
371,usa,B11,2021-06-23,2021-06-23,1st message,,,,,,,,False,2021-06-23,,,2000-01-01,2100-01-01
372,usa,B11,2021-06-23,2021-06-23,1st message,,,,,,,,False,2021-06-23,,,2000-01-01,2100-01-01
373,usa,B11,2021-06-23,2021-06-23,1st message,not interested,,,,,,,False,2021-06-23,,,2000-01-01,2100-01-01
374,unknown,,2020-10-04,2021-06-23,1st message,subscribed already,2021-06-22,,,2021-06-22,2021-07-01,2021-06-28,True,2020-10-04,,,2000-01-01,2100-01-01
375,usa,B11,2021-06-21,2021-06-21,1st message,,,,,,,,False,2021-06-21,,,2000-01-01,2100-01-01
376,usa,B11,2021-06-21,2021-08-24,3rd message,,,,,,,,False,2021-06-21,2021-06-21,2021-08-24,2000-01-01,2100-01-01
377,usa,B11,2021-06-21,2021-06-21,1st message,,,,,,,,False,2021-06-21,,,2000-01-01,2100-01-01
378,usa,B11,2021-06-21,2021-06-21,1st message,,,,,,,,False,2021-06-21,,,2000-01-01,2100-01-01
379,usa,B11,2021-06-21,2021-06-21,1st message,,,,,,,,False,2021-06-21,,,2000-01-01,2100-01-01
380,usa,B11,2021-06-19,2021-06-19,1st message,not interested,,,,,,,False,2021-06-19,,,2000-01-01,2100-01-01
381,usa,B11,2021-06-19,2021-06-19,1st message,,,,,,,,False,2021-06-19,,,2000-01-01,2100-01-01
382,usa,B11,2021-06-19,2021-06-19,1st message,,,,,,,,False,2021-06-19,,,2000-01-01,2100-01-01
383,usa,B11,2021-06-19,2021-06-19,1st message,,,,,,,,False,2021-06-19,,,2000-01-01,2100-01-01
384,usa,B11,2021-06-19,2021-06-19,1st message,,,,,,,,False,2021-06-19,,,2000-01-01,2100-01-01
385,usa,B11,2021-06-19,2022-02-25,2nd message,interested,2021-06-29,,,,,,False,2021-06-19,2022-02-25,,2000-01-01,2100-01-01
386,usa,B11,2021-06-19,2021-06-19,1st message,,,,,,,,False,2021-06-19,,,2000-01-01,2100-01-01
387,usa,B11,2021-06-13,2021-06-13,1st message,,,,,,,,False,2021-06-13,,,2000-01-01,2100-01-01
388,usa,B11,2021-06-13,2021-06-13,1st message,,,,,,,,False,2021-06-13,,,2000-01-01,2100-01-01
389,usa,B11,2021-06-13,2021-06-13,1st message,,,,,,,,False,2021-06-13,,,2000-01-01,2100-01-01
390,usa,B11,2021-06-13,2021-08-24,3rd message,,,,,,,,False,2021-06-13,2021-06-13,2021-08-24,2000-01-01,2100-01-01
391,usa,B11,2021-06-13,2021-06-13,1st message,,,,,,,,False,2021-06-13,,,2000-01-01,2100-01-01
392,usa,B11,2021-06-13,2021-06-13,1st message,,,,,,,,False,2021-06-13,,,2000-01-01,2100-01-01
393,usa,B11,2021-06-13,2021-08-24,3rd message,,,,,,,,False,2021-06-13,2021-06-13,2021-08-24,2000-01-01,2100-01-01
394,usa,B11,2021-06-13,2021-06-13,1st message,,,,,,,,False,2021-06-13,,,2000-01-01,2100-01-01
395,usa,B11,2021-06-13,2021-06-13,1st message,,,,,,,,False,2021-06-13,,,2000-01-01,2100-01-01
396,usa,B11,2021-06-13,2021-06-13,1st message,,,,,,,,False,2021-06-13,,,2000-01-01,2100-01-01
397,usa,B11,2021-06-13,2021-08-24,3rd message,,,,,,,,False,2021-06-13,2021-06-13,2021-08-24,2000-01-01,2100-01-01
398,usa,B11,2021-06-13,2021-06-13,1st message,,,,,,,,False,2021-06-13,,,2000-01-01,2100-01-01
399,usa,B11,2021-06-13,2021-06-13,1st message,,,,,,,,False,2021-06-13,,,2000-01-01,2100-01-01
400,usa,B11,2021-06-13,2021-06-13,1st message,,,,,,,,False,2021-06-13,,,2000-01-01,2100-01-01
401,usa,B11,2021-06-13,2021-06-13,1st message,,,,,,,,False,2021-06-13,,,2000-01-01,2100-01-01
402,usa,B11,2021-06-13,2021-06-13,1st message,,,,,,,,False,2021-06-13,,,2000-01-01,2100-01-01
403,usa,B11,2021-06-13,2021-06-13,1st message,,,,,,,,False,2021-06-13,,,2000-01-01,2100-01-01
404,usa,B11,2021-06-13,2021-06-13,1st message,,,,,,,,False,2021-06-13,,,2000-01-01,2100-01-01
405,usa,B11,2021-06-13,2021-06-13,1st message,,,,,,,,False,2021-06-13,,,2000-01-01,2100-01-01
406,usa,B11,2021-06-13,2022-03-18,1st message,,2021-06-16,,,2021-06-16,,,False,2021-06-13,,,2000-01-01,2100-01-01
407,usa,B11,2021-06-13,2021-06-13,1st message,,,,,,,,False,2021-06-13,,,2000-01-01,2100-01-01
408,usa,B11,2021-06-13,2021-06-13,1st message,,,,,,,,False,2021-06-13,,,2000-01-01,2100-01-01
409,usa,B11,2021-06-13,2021-06-13,1st message,,,,,,,,False,2021-06-13,,,2000-01-01,2100-01-01
410,usa,B11,2021-06-13,2021-06-13,1st message,,,,,,,,False,2021-06-13,,,2000-01-01,2100-01-01
411,usa,B11,2021-06-13,2021-06-13,1st message,,,,,,,,False,2021-06-13,,,2000-01-01,2100-01-01
412,usa,B11,2021-06-13,2021-06-13,1st message,,,,,,,,False,2021-06-13,,,2000-01-01,2100-01-01
413,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
414,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
415,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
416,usa,B11,2021-06-11,2022-03-20,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
417,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
418,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
419,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
420,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
421,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
422,usa,B11,2021-06-11,2021-08-24,3rd message,,,,,,,,False,2021-06-11,2021-06-11,2021-08-24,2000-01-01,2100-01-01
423,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
424,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
425,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
426,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
427,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
428,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
429,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
430,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
431,usa,B11,2021-06-11,2021-08-24,3rd message,,,,,,,,False,2021-06-11,2021-06-11,2021-08-24,2000-01-01,2100-01-01
432,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
433,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
434,usa,B11,2021-06-11,2021-06-11,1st message,not interested,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
435,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
436,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
437,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
438,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
439,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
440,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
441,usa,B11,2021-06-11,2021-08-24,3rd message,,,,,,,,False,2021-06-11,2021-06-11,2021-08-24,2000-01-01,2100-01-01
442,usa,B11,2021-06-11,2021-08-24,3rd message,,,,,,,,False,2021-06-11,2021-06-11,2021-08-24,2000-01-01,2100-01-01
443,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
444,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
445,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
446,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
447,usa,B11,2021-06-11,2021-06-11,1st message,,,,,,,,False,2021-06-11,,,2000-01-01,2100-01-01
448,unknown,,2021-06-09,2021-06-09,3rd message,did not join the call,2021-06-10,,,,,,False,2021-06-09,2021-06-09,2021-06-09,2000-01-01,2100-01-01
449,unknown,,2021-06-09,2021-06-09,3rd message,interested,2021-06-09,,,,,,False,2021-06-09,2021-06-09,2021-06-09,2000-01-01,2100-01-01
452,usa,B9,2021-06-09,2021-06-09,1st message,not interested,,,,,,,False,2021-06-09,,,2000-01-01,2100-01-01
456,usa,B27,2021-06-09,2021-06-09,1st message,,,,,,,,False,2021-06-09,,,2000-01-01,2100-01-01
457,usa,B27,2021-06-09,2022-03-18,1st message,,2021-06-21,,,2021-06-21,,,False,2021-06-09,,,2000-01-01,2100-01-01
458,canada,B27,2021-06-09,2021-06-09,1st message,,,,,,,,False,2021-06-09,,,2000-01-01,2100-01-01
459,usa,B27,2021-06-09,2021-06-10,2nd message,not interested,,,,,,,False,2021-06-09,2021-06-10,,2000-01-01,2100-01-01
460,usa,B27,2021-06-05,2021-06-05,3rd message,interested,2021-06-07,,,2021-06-07,,,False,2021-06-05,2021-06-05,2021-06-05,2000-01-01,2100-01-01
461,usa,B27,2021-06-06,2021-06-06,1st message,,,,,,,,False,2021-06-06,,,2000-01-01,2100-01-01
466,canada,B1,2021-06-05,2021-06-05,1st message,,,,,,,,False,2021-06-05,,,2000-01-01,2100-01-01
469,italy,,2021-06-05,2021-06-05,1st message,,,,,,,,False,2021-06-05,,,2000-01-01,2100-01-01
470,usa,B27,2021-06-05,2021-06-05,1st message,,,,,,,,False,2021-06-05,,,2000-01-01,2100-01-01
471,usa,,2021-06-05,2021-06-05,1st message,,,,,,,,False,2021-06-05,,,2000-01-01,2100-01-01
472,usa,B27,2021-06-05,2021-06-05,2nd message,not interested,,,,,,,False,2021-06-05,2021-06-05,,2000-01-01,2100-01-01
473,usa,,2021-06-05,2021-06-05,1st message,,,,,,,,False,2021-06-05,,,2000-01-01,2100-01-01
474,usa,,2021-06-05,2021-06-05,1st message,,,,,,,,False,2021-06-05,,,2000-01-01,2100-01-01
475,usa,,2021-06-05,2021-06-05,1st message,,,,,,,,False,2021-06-05,,,2000-01-01,2100-01-01
476,usa,,2021-06-05,2021-06-05,1st message,,,,,,,,False,2021-06-05,,,2000-01-01,2100-01-01
477,usa,,2021-06-05,2021-06-05,1st message,,,,,,,,False,2021-06-05,,,2000-01-01,2100-01-01
479,usa,,2021-06-05,2021-06-05,1st message,,,,,,,,False,2021-06-05,,,2000-01-01,2100-01-01
480,usa,,2021-06-05,2021-06-05,1st message,,,,,,,,False,2021-06-05,,,2000-01-01,2100-01-01
485,usa,,2021-06-04,2021-06-04,1st message,,,,,,,,False,2021-06-04,,,2000-01-01,2100-01-01
488,canada,,2021-06-03,2021-06-03,1st message,,,,,,,,False,2021-06-03,,,2000-01-01,2100-01-01
489,usa,B27,2021-06-03,2021-06-03,1st message,not interested,,,,,,,False,2021-06-03,,,2000-01-01,2100-01-01
490,usa,B27,2021-06-03,2021-06-03,1st message,,,,,,,,False,2021-06-03,,,2000-01-01,2100-01-01
491,usa,B27,2021-06-03,2021-06-03,1st message,,,,,,,,False,2021-06-03,,,2000-01-01,2100-01-01
492,usa,,2021-06-03,2021-06-03,1st message,,,,,,,,False,2021-06-03,,,2000-01-01,2100-01-01
493,usa,,2021-06-03,2021-06-03,1st message,,,,,,,,False,2021-06-03,,,2000-01-01,2100-01-01
494,unknown,,2021-06-04,2021-06-04,3rd message,,2021-02-04,,,,,,False,2021-06-04,2021-06-04,2021-06-04,2000-01-01,2100-01-01
495,usa,B10,2021-06-01,2021-06-01,1st message,,,,,,,,False,2021-06-01,,,2000-01-01,2100-01-01
496,usa,B10,2021-06-01,2022-03-14,2nd message,,,,,,,,False,2021-06-01,2022-03-14,,2000-01-01,2100-01-01
497,usa,B10,2021-06-01,2021-06-01,1st message,,,,,,,,False,2021-06-01,,,2000-01-01,2100-01-01
498,usa,B10,2021-06-01,2021-06-01,1st message,,,,,,,,False,2021-06-01,,,2000-01-01,2100-01-01
499,usa,B10,2021-06-01,2021-06-01,1st message,,,,,,,,False,2021-06-01,,,2000-01-01,2100-01-01
500,usa,B10,2021-06-01,2021-06-01,1st message,,,,,,,,False,2021-06-01,,,2000-01-01,2100-01-01
501,usa,B10,2021-06-01,2021-06-01,1st message,,,,,,,,False,2021-06-01,,,2000-01-01,2100-01-01
502,usa,B10,2021-06-01,2021-06-01,1st message,,,,,,,,False,2021-06-01,,,2000-01-01,2100-01-01
503,usa,B10,2021-06-01,2021-08-24,3rd message,,,,,,,,False,2021-06-01,2021-06-01,2021-08-24,2000-01-01,2100-01-01
504,usa,B10,2021-05-31,2021-05-31,1st message,,,,,,,,False,2021-05-31,,,2000-01-01,2100-01-01
505,usa,B10,2021-05-31,2021-05-31,1st message,,,,,,,,False,2021-05-31,,,2000-01-01,2100-01-01
506,usa,B10,2021-05-31,2021-05-31,1st message,,,,,,,,False,2021-05-31,,,2000-01-01,2100-01-01
507,usa,B10,2021-05-31,2021-05-31,1st message,,,,,,,,False,2021-05-31,,,2000-01-01,2100-01-01
508,usa,B10,2021-05-31,2021-05-31,1st message,,,,,,,,False,2021-05-31,,,2000-01-01,2100-01-01
509,usa,B10,2021-05-31,2021-05-31,1st message,,,,,,,,False,2021-05-31,,,2000-01-01,2100-01-01
510,usa,B10,2021-05-31,2021-05-31,1st message,,,,,,,,False,2021-05-31,,,2000-01-01,2100-01-01
511,usa,B10,2021-05-31,2021-05-31,1st message,,,,,,,,False,2021-05-31,,,2000-01-01,2100-01-01
512,usa,B10,2021-05-30,2021-05-30,1st message,,,,,,,,False,2021-05-30,,,2000-01-01,2100-01-01
513,usa,B10,2021-05-30,2021-05-30,1st message,,,,,,,,False,2021-05-30,,,2000-01-01,2100-01-01
514,usa,B10,2021-05-30,2021-05-30,1st message,,,,,,,,False,2021-05-30,,,2000-01-01,2100-01-01
515,usa,B10,2021-05-30,2021-05-30,1st message,,,,,,,,False,2021-05-30,,,2000-01-01,2100-01-01
516,usa,B10,2021-05-30,2021-05-30,1st message,,,,,,,,False,2021-05-30,,,2000-01-01,2100-01-01
517,usa,B10,2021-05-30,2021-05-30,1st message,,,,,,,,False,2021-05-30,,,2000-01-01,2100-01-01
518,usa,B10,2021-05-30,2021-05-30,1st message,,,,,,,,False,2021-05-30,,,2000-01-01,2100-01-01
519,usa,B10,2021-05-30,2021-05-30,1st message,,,,,,,,False,2021-05-30,,,2000-01-01,2100-01-01
520,usa,B10,2021-05-30,2021-05-30,1st message,,,,,,,,False,2021-05-30,,,2000-01-01,2100-01-01
521,usa,B10,2021-05-30,2021-05-30,1st message,,,,,,,,False,2021-05-30,,,2000-01-01,2100-01-01
